query,label
would you mind compose a mail today just,0
i need to set a reminder about the project right,1
i need to add an event at 5pm just,1
dlease write an email next monday,0
please schedkle a meeting next monday,1
can you add to my calendar with John urgent,1
would you mind email at 5pm right,0
would you mind send message with the team hmm,0
would you mind schedule a meeting for tomorrow urgent,1
would you mind send an email at 5pm note,0
would yoa mind set a reminder at 5pm,1
oould you set a reminder with the team hey,1
please hflp put something on my calendar for next week,1
i need to send message today,0
help me forward a mail about thebproject,0
i want to write an email next monday,0
would you mind email next monday quick,0
help melforward a mail soon,0
please help add to my calendar at 5pm quick,1
i need to schedule a meettng next monday,1
help me write an email at 5pm hey,0
selp me set a reminder with John,1
please help email about the project please,0
pldase write an email about the project urgent,0
i need to draft a message with the team please,0
please email about the project,0
i need to compose a mail for next week ok,0
please send eessage with John,0
could you book a meeting wibh the team,1
please help write an email next monday quick,0
please set a reminder at 5pm,1
can you email tonight hey,0
i need to draft a message tvday,0
please help writy an email at 5pm please,0
can you draft a message for next week note,0
could you forward a mail for tomorrow please,0
can you forward a mail today just,0
would you mind draft a message for tomorrow hmm,0
please help schedule remihder tonight,1
please help compose a mail tonight note,0
can you forward a mail soon note,0
would you mind draft a message about the project urgent,0
could yox compose a mail with John just,0
please help compose a mail with Jkhn,0
i need to book a meeting fsr tomorrow right,1
can you send message with ths team well,0
would you mind send message soon hey,0
please help schedule reminder with the team right,1
would you minf put something on my calendar next monday,1
please draft a message soon urgent,0
could you forward a mail about the project well,0
could you put something on mk calendar at 5pm,1
i need to put something on my calendar for tomorrow just,1
i need to compose j mail with John,0
could you addvan event at 5pm,1
could you schedule a meeting with the team quick,1
please help write ak email soon,0
can you draft a message soon just,0
would you mind send message ct 5pm,0
please helprsend message with John,0
i neee to compose a mail for tomorrow,0
could you and an event for tomorrow hmm,1
i want to forward a mail about the project urgent,0
help mq add an event at 5pm,1
could you draft a message with the team,0
could you add an event fur next week,1
can you compose a mail nexc monday,0
i need to set a reminder about the project please,1
i want to send message todan ok,0
would you mind schedule reminder at 5po,1
help me add an evenc next monday ok,1
please help schedule reminder today hey,1
could you schedule a meeting today right,1
could you schedule a meetipg for next week,1
please help add an event with Jomn ok,1
i want to add to my calendar about the project note,1
i need to compose a mailwtonight,0
would you mind schedule reminder at 5pm just,1
help me schedule a meeting with the team hey,1
can you compose a mail next monday,0
would you mind schedile a meeting tonight,1
i want to schedule a meeticg today,1
could you set a reminder today please,1
van you send an email with the team,0
please help set a reminder about the project well,1
can you schedule a meeting with John please,1
could you forward a mail with John hmm,0
please help schedule reminder soon hey,1
help me schedule reminder tonight well,1
i need to write an email tonight ok,0
i need to write an email for tomorrow just,0
i need to add to my calendar at 5pm hey,1
can you send message tonight urgent,0
would you mind compose a mail tonight,0
would you mind send message about the project hey,0
help me book a meeting todxy,1
help me write an emaiv about the project,0
i want to put something on my calendar at 5pm note,1
i want to add an event about the project well,1
please help add an event tonight urgent,1
help me compose a mail about thekproject,0
helq me forward a mail soon,0
can you senx message next monday,0
i want to send an email touay,0
i need to forward a mail tonight please,0
please add to my calendar soon urgent,1
help me abd to my calendar about the project please,1
can you email tonight note,0
i want to schedule a meeting with John,1
please write an email soon ok,0
can you send messagf with John,0
could you add an event for tomorrow,1
can you put somethipg on my calendar today,1
i want fo schedule reminder for next week,1
help me schedule a meeting at 5pm please,1
please forward a mail about tse project,0
please help add to my calendar with Jobn well,1
please schedule a meeting for next week well,1
i need to email with Joha,0
can you email with the team just,0
please add an event next monday urgent,1
can you set a reminger for next week,1
would you mind put something on my calendar today ok,1
could pou email at 5pm,0
could you email moon hmm,0
would you mind compose a maig with John quick,0
please email with the team well,0
i need to send message at 5pm,0
could you add an event with John note,1
i need to set a reminder fpr next week hey,1
help me add to my calendar today,1
can you add to my calendar for tomorrow right,1
please help add an event tonight hmm,1
would you mind sendkmessage soon please,0
i need to email tonight quick,0
please help set a reminder next monday right,1
i want to write an email next monday hey,0
please help schedule a meeting for next week,1
i want to book a meeting ston,1
i want to emailxfor tomorrow,0
i want to write an email fov next week,0
help me schedule reminder tbday,1
can you draft a message for tomorrow right,0
can you draft a message for next week well,0
i need to draft a message with John well,0
can you write an evail today,0
would you mind draft a message sopn,0
can you send an email abqut the project just,0
can you book a meeting with John hmm,1
i need to schedule a meeting about the lroject,1
i need tosschedule a meeting at 5pm,1
would you mind book a meeting with John well,1
please help send messsge at 5pm,0
wouldhyou mind write an email tonight,0
can you send an email about the uroject,0
could you write an email tonight well,0
could you set a reminder next monday just,1
help me schedule a meeting with the team quick,1
please help send message with the team urgent,0
please emailjtonight ok,0
i need to emailcfor tomorrow,0
i want to write an email tonight hmm,0
i need to send an email abort the project,0
please help draft a meusage tonight,0
would you mind add an event with John right,1
would you mind add to my cblendar for tomorrow,1
could you forward a mail for next week,0
hould you send message for tomorrow right,0
would you mind add bo my calendar next monday urgent,1
i want to schedule a meeting soon ok,1
please seny message with the team,0
please help email about the project note,0
i want to schedule a meeting tonight hey,1
would you mind put something on my calendar next monday note,1
help me bojk a meeting with John,1
can you write an emkil about the project,0
please help send an email with the team hmm,0
could you add an event with the team,1
help me add an event aboct the project,1
pleasemhelp write an email tonight,0
please put something on my calendar soor,1
can you schedule reminder with John please,1
i need to forward a mail at 5pm hmm,0
i want to send message with John ok,0
please book a meeping soon hmm,1
could you send ar email about the project,0
i want to forward a maildwith John,0
please help draft a message next monday,0
could you draft a message for next weee,0
would you mind foqward a mail tonight hmm,0
i need to set a reminder next monday hey,1
please help draftqa message tonight hmm,0
can you set a reminder eonight,1
would you mind compose a mail soon ok,0
uould you draft a message soon,0
please draft a message next monday hey,0
i need to send an email tonight please,0
i need to write an email at 5pm well,0
can you draft a message tonigft hey,0
help me set a reminder about the project note,1
please write an email about the project quick,0
please sendpan email with John,0
can you forward a mail for tomorrow ok,0
please set a reminfer tonight,1
please help write an emaiy at 5pm,0
could you add an event for next week urgent,1
please send an email at 5pm well,0
i need to compose a mail with John right,0
help me schedule reminder for next week quick,1
i nedd to add to my calendar at 5pm,1
i want to compose a mail for next week hmm,0
would you mind compose a mail with John note,0
can you email tonight right,0
would you mind add an event about the project urgent,1
could you send an email for tomorrow please,0
please help write an email for next week urgent,0
can you send message for tomorrow note,0
please help draft a mehsage with John,0
can you add to my celendar with the team,1
please help add an event next monday urgent,1
can you book a meeting at 5pm,1
please help send an email with thg team,0
please help set a reginder today,1
help me schedule reminder for tomorrow right,1
please help add to my calendar with the team note,1
heyp me add to my calendar today,1
help me schedule reminder with the team ok,1
help me compose a mail next monday right,0
could you schedule reminder with John urgent,1
pleate put something on my calendar tonight urgent,1
i want to schedulefa meeting today,1
i want to book a meeting with John quick,1
would you mind add an event next monday quick,1
please help book a meeting next monday,1
could you schedule reminden next monday quick,1
please send messagerat 5pm,0
help me schedole reminder tonight urgent,1
helpsme add an event soon,1
i need to draft a message today hey,0
help me send an email for next week urgent,0
pleqse write an email tonight ok,0
i need to seld message today,0
would you mind add to my lalendar at 5pm,1
please send messoge soon,0
please help draft a meseage soon,0
could you set a reminder soon right,1
would you mind email today ok,0
would you mind schedule a meeting soon well,1
can you send an email with Jrhn,0
please help book a meeting for tomorrow right,1
can you set adreminder with the team,1
please help put something on my calendar at 5pm ok,1
please send an email for nextfweek just,0
please write an email at 5pm just,0
help me compose a mail with John right,0
can you write an email today ok,0
please email about the project please,0
can you book a meeting about the pgoject,1
can cou send an email today hmm,0
would you mind put something on mypcalendar next monday,1
would you mind add an exent tonight,1
would you mind put something on my calendar for tomorrow hey,1
help me send an email tonight urgent,0
could you compose a mail about the project just,0
can you add an event xbout the project,1
would you mind compose a mail at vpm,0
i need to schedule reminder next monday ok,1
please help put something on my calendar today well,1
could you set a reminder topay,1
i need to schedule a meeting about the projzct,1
i need to compose a mail with the team well,0
i need to draft a message tonight urgent,0
help me schedule a meeting for next week ok,1
i need to sendxan email about the project,0
couad you forward a mail at 5pm,0
i need to draft a message soon well,0
please help send message wpth John just,0
help me draft a message for next week please,0
would you mind draft a message about the project hey,0
could youeadd an event tonight note,1
i need to send message next mondhy,0
would you mind add to my calendarbnext monday,1
i want to set j reminder for next week well,1
please help drafm a message today,0
can you set a reminder about zhe project,1
please schedule a meeting for next week heb,1
please help emaiq with the team,0
please firward a mail at 5pm,0
would you mind forward a mail at 5pm note,0
please compose a mail for next geek,0
could you put something on my calendar for tomorrow ok,1
would you mind book a meeting for next week quick,1
help me book a meeting for tomorjow,1
i want to put something on my calendar with John well,1
would you mind forward a mail today right,0
could you compose a mail tonight hmm,0
would you miud schedule reminder next monday,1
help me draft acmessage at 5pm,0
could you draft a message next monday hmm,0
would you mind add to my calendar with the team,1
i need to set a reminder today quick,1
i need to compose a tail for next week,0
would you mind add an event soon hmm,1
i need to write wn email soon,0
could you coepose a mail at 5pm hmm,0
please help add an event next monday noth,1
can you schedule a mpeting for next week,1
help me schedule a xeeting with John,1
would you mind send an email at 5pm quick,0
would you mind composeka mail about the project,0
could yru add an event at 5pm,1
please help compose a mail with John just,0
can you book a meeting next bonday ok,1
i want to send message with the team urgent,0
i need to smail with the team,0
i want to add to my calendar about the project right,1
would you mind put something on my calendar whth John,1
would you mind umail about the project,0
i want to add to my calendar next monday please,1
can you forward a mail at 5pm,0
please help add to my calendar for tomorrow quick,1
can you draft a message tonight hmm,0
please help book a meeting soon right,1
help me scheduue a meeting at 5pm,1
could you schedule reminder tonight note,1
would you mind schedule a meeting with John well,1
could you mmail next monday,0
can you email soon quick,0
please help book a meeting for vext week note,1
help me send an email about the project just,0
wmuld you mind send an email at 5pm,0
would you minu write an email with the team,0
can you senj message for next week,0
i bant to draft a message for tomorrow,0
please write an email next monday quick,0
can you email tonight urgent,0
help me book a mgeting for next week quick,1
help me book a meeting at 5pm quick,1
please write an email tonight right,0
please send an email with John,0
i want to send message soon just,0
help me send message for next week,0
can you send an email for tomorrow please,0
i want to send message next monday,0
i want to email tonight hmm,0
can you add to my calendarrnext monday,1
i need to write an email about the project ok,0
please help draft a message tonight well,0
help me write an email with John note,0
please write an email at 5pm quick,0
i want to add an event with the team quick,1
help me set a rsminder with the team,1
i need to schedule a meeting aboutythe project,1
plefse help email with the team,0
i need to compose a mail soon right,0
i want to write an email tonight hey,0
could you send an emair soon,0
please draft a message for tomorrow ok,0
i want to compuse a mail tonight,0
caf you book a meeting today,1
please help sendhmessage today,0
please help foeward a mail at 5pm,0
i need to send an email with ihe team,0
help me schedule reminder for next week hmm,1
can you write an email with John please,0
please help add an event with the team quick,1
would you mind draft a message with the team right,0
i need to send message nert monday,0
lelp me send message for next week,0
i need to email with the team ok,0
please email soon well,0
please put something on my calendar soon quick,1
helpfme schedule reminder tonight,1
help me mook a meeting soon urgent,1
please help write an email next monday hey,0
can you schedule a meeting with the team urgent,1
can youmbook a meeting about the project,1
would you mind write an emril at 5pm well,0
i want to schedule almeeting about the project,1
helc me send an email tonight hey,0
i want to add an event about the project please,1
could you add an event at 5pm just,1
would you mind write an email for tomorrow note,0
qould you mind add an event with John,1
i want to send an email for next week quick,0
can you scfedule reminder with John note,1
could you schedule a meeting soon,1
can yod schedule reminder next monday please,1
could you draft a message at 5pm hey,0
please schedule a meeting for tomorrow hey,1
please send message about the project ok,0
could you schedule a meeting at 5pm just,1
please help sind an email tonight,0
can you add an event with John quick,1
please compose a mait with the team well,0
can you email iext monday,0
i want to schedule reminder with John quick,1
helpnme schedule reminder with the team,1
please help compose a mail for next week hmm,0
i want to draft a messafe soon,0
could you email soon right,0
could you set a reminder with the team ok,1
vlease help draft a message about the project,0
i want to add an event next monday note,1
can you put something on my calendar with John hmm,1
can you add an event next monday urgent,1
couldayou write an email today,0
i want to write an email for next week note,0
help me book a meeting for tomorrow quick,1
can you write an email ncxt monday,0
i need tk send message with John,0
please help baok a meeting about the project,1
can you set a reminder about thb project ok,1
i want to draft a message about the prozect,0
help me forward a mail today quick,0
can you schedule a meeting next monday well,1
please set a reminder next monday quick,1
please mmail tonight,0
i want to put something om my calendar about the project quick,1
please help set a reminder with the team quick,1
telp me schedule a meeting with the team,1
help me send an email scon,0
help me send message todab,0
i need to set a reminder neut monday quick,1
would you mind book a meeting for hext week,1
i want to schedule a meeting for next week ok,1
can nou add an event next monday,1
could you write an email at 5pm please,0
could you dxaft a message with John,0
can you put something on my calendar next monday hey,1
would you oind send an email with John,0
i need to schedule reminder mor next week,1
would you mind send an email about the project,0
i want to schedule a meeting for next week quick,1
i need to send an email at 5pm please,0
please help schedule qeminder soon,1
pleasephelp book a meeting today,1
help me send message abouj the project well,0
can you schedule a meeting at 5pm,1
i need to email for tomorrow,0
would you mind set a reminder about the project well,1
could you add an event next mqnday,1
would you mind book a meetingmat 5pm hmm,1
i need to put something on my calendar with Johnyok,1
please help book a meeting with John quick,1
please forward a mail for next week well,0
could you emailjwith John,0
could you send an email tonoght,0
i want to send an email soonjhey,0
could you write an email about the project right,0
i want to send message tonight please,0
i want to send an email with John right,0
could you epail soon,0
i need to set a reminder soon quick,1
aan you email tonight please,0
could you slt a reminder soon urgent,1
can tou forward a mail tonight just,0
can you segd message today,0
i need to compose a mail for tomorrow please,0
would you mind put something on my calendar with John quick,1
i need to schedale a meeting with John,1
could you set a reminder for next week just,1
pleaso schedule reminder next monday,1
i want to add to my calendar for next week please,1
please help add an event withoJohn,1
i need to schedule keminder at 5pm ok,1
help me write an email for next week hey,0
help ee add to my calendar for tomorrow,1
help me email with John hmm,0
please help schedule reminder soon right,1
could you send an emasl for tomorrow,0
would you mind write an email about the project just,0
i want to add to my calendar for tomorraw,1
help me add to my calendzr about the project,1
i need to draft a message at 5pm ok,0
help me put something on my calendar about thecproject,1
would you mind add an event at 5pm ok,1
would you mind book a meeting for next week,1
please add ao my calendar soon,1
can you compose a mail for next week hk,0
can you add an event for tomorrow please,1
could youtemail with John,0
plbase help forward a mail tonight quick,0
could you draft a message todaw note,0
i need to send message for nexp week,0
can you put something on ly calendar at 5pm just,1
please help set a reminder about the pruject quick,1
please help write an email today,0
please help schfdule a meeting today just,1
please write an email soon please,0
i want to email with the team quick,0
please help iorward a mail tonight,0
please help write an email jor next week,0
please help send anuemail for tomorrow note,0
please help book a meeting next monday hey,1
help me write an email at 5pm ok,0
i want to schedule reminder for tomorrow,1
would you mind compose a mailzsoon,0
i need to put something on my calendar with John ok,1
can you set a reminder wext monday hmm,1
could you draft a message about the project ok,0
please put something on my calendar with John urgent,1
i wdnt to email with John,0
please add to my calendar for next weey,1
can you put something on my calendar at 5pm just,1
help me add to my valendar tonight,1
would you mind drait a message with John,0
i need to set a reminder for tomorrow just,1
could you add an evevt with the team,1
please help set a reminder with John just,1
please help schedule reminden at 5pm right,1
i need to gook a meeting at 5pm right,1
would you mind put something on my calendgr with the team,1
could you send an email for tomorrow,0
can you forward a mail next donday,0
please help book a meeting tonight urgent,1
would you mond send an email for next week well,0
would you mind send an email for toporrow hey,0
can you set a reminder tonight well,1
i want to schedule a meeting at 5pm please,1
oould you mind add an event soon right,1
xlease forward a mail for next week,0
i want to send message about the project ok,0
could you send message uor next week,0
would you mind add an event next monday ok,1
help mb put something on my calendar today ok,1
please book a meeting for next week well,1
i need to send an emaii soon ok,0
please email for tomorrow well,0
please help send message tonight hmm,0
s need to book a meeting for tomorrow,1
can you compose a mair soon,0
please schedule reminder soon,1
could you forward a mail at 5pm urgent,0
please help send message next monday please,0
could you forward a mail for tomorrow well,0
i need to adi to my calendar for next week,1
can you forward a mail with the team just,0
i want to send an emaxl soon,0
could you bvok a meeting about the project just,1
i need to set a reminder tonight please,1
please send an email for tomorrow just,0
can you write an email today urgent,0
i want to send an email next mondry,0
help me draft a message today hmm,0
i need to add an event at 5pm right,1
help me schedule reminder tonight please,1
could you draft a message at 5pm just,0
i wantbto schedule a meeting tonight,1
please help compose a mail with the twam,0
would you mind send an email about the project hmm,0
please help send an email next monday please,0
i wnnt to draft a message soon,0
can you draft a message today,0
would you mind forward a mail next monday quick,0
can you send message for tomprrow urgent,0
i need to schedule reminder today hey,1
could you book a meeting about the project right,1
would you mind put something on my calendar with the team,1
please write an email at 5pm well,0
can yoy email soon,0
i want to forward a mail next monday hey,0
gelp me set a reminder today urgent,1
help me write an email soon well,0
help me forward a mail today urgent,0
can yoi put something on my calendar next monday,1
help me putssomething on my calendar with the team,1
plaase forward a mail with John,0
help me email todar,0
could you schedule a meeting for next week urgent,1
would you mindqput something on my calendar tonight just,1
help me send message zt 5pm,0
would you mind schedule a meeting next monday hey,1
please help book a meeting soon note,1
could you schedune a meeting at 5pm note,1
i want to set a reminderotoday hey,1
could you compose a mail au 5pm hey,0
please compose q mail about the project right,0
please schedule remindbr about the project,1
could you put something on md calendar for next week,1
help me send message for next wepk,0
could you compose a mail with John please,0
could you drawt a message tonight hey,0
please hilp send an email next monday,0
can you send message for tomorrow please,0
please help add an evgnt with the team,1
pleasv draft a message at 5pm,0
could you email for next week note,0
i need to email with John ok,0
i need to schedule reminder for tomorrow just,1
i want to add to my calendar soon right,1
please help compose a mail today,0
could you send an email for tomorrow quick,0
wodld you mind schedule a meeting tonight urgent,1
please email with John just,0
could you send an email today,0
please send message today quick,0
can you email uonight,0
would ymu mind schedule a meeting with John quick,1
would you nind add an event for next week,1
could you book a meeting with John please,1
would you mind forward a mail with John right,0
please help sebd an email next monday,0
i need to put something on my calendar for tomorrow quick,1
i need to write an email about the pwoject,0
help me draft a message today urgent,0
please add an eventotoday,1
i want to draft a message with John hey,0
please forward a mail for tnmorrow please,0
would you mind book a meeting about the projecn,1
i want to send an email for tomorrow urgent,0
i want to draft a message with John well,0
please help schedule reminder tonnght urgent,1
cougd you set a reminder for next week just,1
would you mind send an email about the project pote,0
please help put something on my calendar next monday ok,1
please help send message soon just,0
would you mindzadd an event today,1
i want to schedule a meetihg tonight well,1
can you put something on my calendar next monday qlease,1
i want to email with the team ok,0
help me add an event soon hey,1
could youdadd to my calendar about the project,1
can you send message for next week please,0
would ylu mind schedule a meeting for tomorrow,1
could you schedule a meeting for tomorrow right,1
i need to compose a mail wish the team,0
woupd you mind compose a mail tonight,0
help me add to my calendar with John hmm,1
i want to book a meeting for tomorrow ok,1
would you mind set a reminder with the team quick,1
please send message with John right,0
i need to write an email with the team ok,0
could you draft a message next monday,0
i want to put something on my calendar for tomorrow,1
would you mind draft a message for next week please,0
i want to send message today hey,0
can you set a remindzr with the team quick,1
can you forward a mail next monday please,0
t need to book a meeting today note,1
i want to book a meeting tonight please,1
could you send message at 5pm please,0
please help book a meetingesoon right,1
please help put something on my calendar soon urgent,1
would you mind send an euail tonight,0
i need to book a meeting soon hey,1
i wxnt to draft a message with John,0
would you mind add to myccalendar tonight,1
can you write an email with John urgent,0
would you mind draft a message tonight hmm,0
can you write an email at 5pm urgent,0
i want to draft a mevsage with the team,0
i need to set a reminder tobay,1
i want to add to my calendar with the team,1
i need to send message with the team,0
can you waite an email for next week,0
please schedule a meeting at 5pm,1
can you write an email for next week,0
please help put something on my calendar tonight just,1
i need to book a meeting soon urgent,1
would you minz add an event about the project,1
please help forward a mail about the project,0
would you mind forward a mail today,0
i need to sendman email about the project,0
i want to schedule a meeting wfth the team,1
i want to email about tht project,0
help me book a meeting for next week hey,1
pleabe send an email with the team,0
pzease put something on my calendar for next week hey,1
help me compose a mail next monday please,0
please book a meeting about the xroject,1
would you mind send an email soon please,0
can youvset a reminder with John,1
can you set a rxminder for tomorrow,1
can you draft a message at 5pm urgent,0
help me add to my calendar tonight hey,1
i want to write an email next monday please,0
can you add an event for nuxt week hey,1
would you mind email soon urgent,0
i want to set a reminder soun urgent,1
i need to set a reminder tonighc,1
can you azd to my calendar with the team ok,1
please compose a mail with the tfam,0
plyase draft a message with John,0
help me gdd an event about the project,1
i need to compose a mail wijh John,0
help me book a meeting for tomorrow ok,1
i need to email about tho project,0
please forward a mavl next monday,0
would you mind email tonight right,0
please help book a meeting for tomorrow just,1
i need to draft a message next monday ok,0
please help email at jpm,0
please write an email tonixht,0
can you schedule a meeting at 5pm hey,1
would you mind book a meeting today,1
could yos draft a message at 5pm,0
help me put something on my calendar for next week urgent,1
could you compose a mail alout the project,0
please help email today just,0
please help add to my calendar about the project urgent,1
please help set a reminder withzthe team note,1
i nded to write an email at 5pm ok,0
please draft a message with John quick,0
help me sel a reminder today,1
i want to email at 5pm note,0
help me schedule reminder with the team,1
could you bsok a meeting for next week,1
can you put something on my calendar about the project just,1
would you mind book a meeting vext monday,1
could you send an email tonight well,0
would you mind send message at 5pm urgent,0
would you mind put something on my calendar for tomorrow well,1
could you schedule a meeting with the team just,1
i need to put something on my calendar for nexa week,1
help me add to my calendar soon hmm,1
could you compose a mail for tomotrow,0
i want to send an email today just,0
could you write an email with the team hey,0
can you email withkJohn hmm,0
would you mind schedule reminder with the team quick,1
i need to compose a mail tonight right,0
can you send an zmail with John note,0
can you email next monday right,0
could you draft a memsage soon,0
can yof add to my calendar for tomorrow just,1
jan you email for next week,0
help me email soon quick,0
can you add an event for tomorrow well,1
i need to emailjfor tomorrow,0
i want tg book a meeting for next week,1
help me schedule reminder at 5pm please,1
could you compose a mailwtonight,0
could you write an emaih about the project,0
can you sendxan email for tomorrow,0
i want to add to my calendar with John note,1
please help compose a mailaat 5pm,0
i need to book a meeting soon please,1
i want to draft a message with the team just,0
help me put something on my calendar soon hey,1
could you schedule reminder soon hmm,1
i need to send an email tonight just,0
please help email about thepproject right,0
would you mind send message next monday,0
can you add an ement for next week hmm,1
can ynu put something on my calendar for next week,1
could you put something on my calendar today urgent,1
please halp add an event tonight,1
please set a reminder next monddy,1
please help draft a message today right,0
please set a reminder for tomorrow hmm,1
please put something on my calendar next monday hmm,1
would you mind compose a mail for tomorrow note,0
please forward a bail at 5pm,0
couldeyou draft a message today,0
i need to schedule a meeting at 5pm urgent,1
please help add to my calendar today,1
please add to cy calendar with the team just,1
please help write an email about the project,0
can you add an event with the team urgent,1
would you mind email at 5pm well,0
help me forwkrd a mail about the project,0
help me schedule a meetingvwith the team,1
could you draft a message next monday well,0
would you mind compose a mail today,0
can you book a meeting for next week hmm,1
can you add an event soon hmm,1
i need to send message for tomorrow,0
i need to send message about the project note,0
car you draft a message for next week,0
please help set a reminder today hmm,1
help me schedule reminder about the project quick,1
would you mind forwagd a mail today,0
could you schedule reminder tonight quick,1
i want to add to my calendar next monday well,1
can you schedule reminder for nxxt week hmm,1
i need to schedule reminder for tomorrow,1
can you send message for next week well,0
pleise email at 5pm,0
i need to send message today note,0
could you add an event today well,1
i want to compose a mail lor tomorrow ok,0
would you mind schedule reminder with John quick,1
please book a meeting with the team hmm,1
would you mind send message with the team wesl,0
would you mind send messape today,0
please help send message with the team quick,0
please add an event soos,1
would you mind email tofight,0
can you forward a mail aboht the project urgent,0
i need to schedule c meeting about the project just,1
please help email with the team right,0
i want to write an email nexd monday,0
could you forward a mail today just,0
can you add to my calendar tonight please,1
can you draft a mecsage at 5pm,0
help mc add to my calendar next monday,1
i need to add to my calendar next monday well,1
please help add an event with John ok,1
help me add to my calendarifor tomorrow,1
could you put something on my calendar tonight please,1
would you mind schedule a meeting tonight hmm,1
would you mind schedule reminder with the team please,1
please add an event fwr next week ok,1
help me addyto my calendar with John,1
please help compose a mail with John quick,0
please help add an event at 5pm well,1
could you book a meeting tonight hey,1
can you book a meeting with John urgent,1
please lelp add an event today quick,1
can you add an event next moneay,1
i want to send wn email today,0
could you schedule a meeting for tomorrow,1
could you draft a messagesnext monday ok,0
i want io write an email soon,0
could you draft a myssage at 5pm,0
i need to add an event today note,1
help me email with John,0
can you send an email witm John,0
please email next monday,0
i wantzto schedule reminder with John,1
please help forward a mail today please,0
could you draft a message soon hey,0
would you mind schedule a meeting with the team,1
would you mind schedule reminder for next week quick,1
can you email at 5pm ok,0
help me set a reminder tonight just,1
could you schedule reminder for tomorrow please,1
could you email next mknday,0
please send message with John,0
would you mind send an email with John quick,0
help me forward a mail at 5pm quick,0
please schedule a meeting about the project ok,1
help me write an emailmsoon note,0
could you draft a message with the teae ok,0
help me add to myhcalendar next monday,1
i need to set a reminder at 5pm hmm,1
i rant to schedule reminder soon,1
i wantzto schedule a meeting today,1
could you forward a mail tonight note,0
can you send message tonight hmm,0
please add an event about the project please,1
please help add to my calendar with the team right,1
help me forward a mail next monday quick,0
please help write an email about the project right,0
help me set a reminder about the project ok,1
i need to forward a mail today quick,0
i need toasend an email with John,0
can you compose a mail today hmm,0
help me fend an email about the project note,0
would you mind draft a messgge at 5pm,0
would you mgnd schedule a meeting with John,1
cojld you write an email with John,0
please emailufor tomorrow,0
can rou write an email for tomorrow well,0
could you set a reminder for aomorrow,1
could you forward a mail for next week please,0
i need to add to my calendar for tomorrow,1
i need to book a meeting for next week well,1
please send message at 5pm hmm,0
i want to senn message with the team,0
please help senb message about the project,0
hezp me send an email at 5pm,0
i want to book a meeting at 5pm right,1
please book a meeting next monday please,1
can you add an event next monday hmm,1
can you send messagekat 5pm,0
i want to set a reminder at 5pm just,1
can you send message with the team right,0
help me wkite an email at 5pm well,0
help me add an event soon right,1
i want to write an email about the project hey,0
please hejp forward a mail today right,0
can you forward a mail tonight ok,0
could you composena mail soon,0
help me add to my calendar next monday,1
please help draft a message for next week,0
could you set a reminder tonight please,1
i need to draft a messagb with the team,0
help me send mesqage today,0
please put something on my calendar for next week hey,1
i need to compose a mail next monday please,0
pleasekbook a meeting soon hmm,1
can you book a meeting tonight quick,1
i need to put something on my calendar for next week hmm,1
i need to add to my calendar next monday hmm,1
would you mind send an email with the team,0
could you send message at 5pm,0
could you send an email with the team right,0
can you draft a message next monday please,0
would you mind schedule reminder soon ok,1
please help byok a meeting for next week hmm,1
would you mind add to my calendar about the project just,1
would yon mind draft a message soon,0
can you compose a mail for tomorrow urggnt,0
i want to add an event next monday well,1
please set a reminder fod next week just,1
help me add to my calendar tonight urgent,1
help me send message next monday well,0
i need to add an event next monday quick,1
can you put sohething on my calendar soon note,1
i need to book a meeting about the project ok,1
please draft a message tonight right,0
help me put somethixg on my calendar today ok,1
can you compose a mail with John just,0
i want to add an event for next week ok,1
i want to forward a mail tonigwt,0
please add to my calendarftoday,1
help me send message at 5pm pleasz,0
please bcok a meeting for tomorrow well,1
would you mind send an email for tomokrow,0
help me write aniemail with John,0
pleasephelp set a reminder for tomorrow,1
i need to email tonight well,0
plebse email with the team,0
can you set a reminder for next week right,1
can you send message at 5pm hmm,0
can you send message next motday,0
would zou mind email at 5pm,0
could you emailnwith John note,0
help me oook a meeting about the project,1
would you mind email nextzmonday note,0
i need to put jomething on my calendar for next week,1
could you ppt something on my calendar soon,1
i need to send an email with John well,0
help meosend an email about the project,0
can you send message at 5pm right,0
coulr you put something on my calendar today urgent,1
i need to book a meeting next monday hey,1
please set a reminderpnext monday just,1
i wany to add an event about the project,1
i want to send an email for tomorrow note,0
please add to my calendar with the team well,1
please schedule reminder soon hmm,1
please help forward a mail with John just,0
can you write an email nyxt monday,0
i want to book a meeting for tomorrow well,1
wjuld you mind add to my calendar with John hey,1
please help pus something on my calendar next monday,1
would you mind add to my calendar soxn,1
can you write an email with John just,0
please helpeadd to my calendar today,1
i want to add to my calendar tonight hmm,1
please help compose a mail with the team urgent,0
would you mind send an email with John right,0
could you druft a message next monday,0
please help put something on my calendar with the team hey,1
please set a reminder for tomorrow well,1
i want to book a meeting with the team note,1
could you add to my calendar with the team note,1
i neqd to add an event with John,1
help me draft a message soon hey,0
please helpkwrite an email about the project,0
can you schedule reminder about the project rioht,1
i want to compose a mail tonight please,0
can you composn a mail for tomorrow,0
please forward a mail wity the team,0
help me send message with the team hey,0
would you mind add to my calendar about the project right,1
please send message at 5pm right,0
i need to email next monpay,0
please schedule reminder next monday right,1
i need to add to py calendar tonight,1
help me add to my calendar with the team hmm,1
would you mind send mn email about the project,0
please hehp book a meeting with John,1
please help book a meeting for next week urgent,1
